0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.5040148454581194,0.41531469957316325,0.5314184251003063,0.5020431637658779,0.6272985930452754,0.815738626990151,0.7546017892836225,0.12231897168425332,0.6625329794268899,0.49416232929707044,0.4490774294417996,0.12156228128489939,0.7468901566313155,0.2640342061484947,0.6027029731173865,0.8327160474138051,0.7749775585932672,0.12264624159683561,0.774808172872764,0.5122843539551686,0.2160462937644047,0.1559835357578686,0.5491501656038518,0.6117741149649052,0.18145671394530227
0.47679194493078486,0.4640012659438215,0.5310942996763398,0.6374809112518856,0.6551877066100807,0.6182654538680752,0.734413127241559,0.8306640578626007,0.7366108524189043,0.5478188564280133,0.6903179252061453,0.2516327226317715,0.8311111349422555,0.7207024824000482,0.7779315253921822,0.6598570125377929,0.23489870655778794,0.826739552283071,0.728026479666191,0.12947673380251723,0.2325341867786324,0.5691561397127887,0.8101501573944403,0.4732944864085289,0.7957256297694458
0.7270506474704672,0.6102283837865361,0.5770392784223096,0.2405109471272269,0.6000044389072607,0.6389568935956654,0.8655949943165282,0.31639415231195356,0.8533992677292288,0.5064029349746695,0.6406968786228482,0.21484335249506614,0.16869807393709446,0.1980185731605947,0.5768559590248894,0.6315779748483015,0.10179255416303812,0.21837232096138304,0.7620795582923889,0.49052215454153514,0.6074221881980995,0.5038672192816772,0.7642203837781087,0.4965474786802255,0.3991742251053857
0.47322721913714516,0.36597960056749235,0.512621022865087,0.28158822807759576,0.4800468813828228,0.4606052937144018,0.07954010001211217,0.21435747961286278,0.2686656168056031,0.06758837082062308,0.5410039923460963,0.31119472651492325,0.2073445572625725,0.276818729385479,0.850925664453429,0.40319777075349506,0.19320021591901873,0.20261703667252562,0.043780705916706075,0.3912807005437693,0.44479431926462765,0.2784912744207495,0.21705081492481582,0.4399204099555834,0.1518216953759498
0.5072694195649144,0.3012333311382947,0.423677882319298,0.8424055129015655,0.3492819124959024,0.8729054507125655,0.8795653694096597,0.7095375456714345,0.8915854567559116,0.3509365639901566,0.2213463816392216,0.31471735768323594,0.8110778554933744,0.757305636306744,0.580607942671981,0.41763477112888175,0.2069318268447432,0.8177818158376728,0.8087827668509189,0.5560055925696286,0.3638386056774677,0.6318589792174479,0.6744669858068256,0.6235298614084197,0.4940639191198666
0.7011568370930872,0.36812896784365134,0.35673677245537705,0.2627556624003475,0.7350292967879266,0.13154684220057672,0.9604441265659496,0.16468192319203742,0.22911862628150229,0.38949518438223524,0.807005932490547,0.7918178088175593,0.2238343968354024,0.8492167198261539,0.4984937349946646,0.8213644134245764,0.29533815022761767,0.17879207415256257,0.7501299857470598,0.6164060550321162,0.38154817095277954,0.6361088459456126,0.6363267691688602,0.5539003159567993,0.6534443447845162
0.2821522811415156,0.3597982721281949,0.4373623936791905,0.6746913366297959,0.36602394059822946,0.5313142960461958,0.15563602561269743,0.1359867295641063,0.20583391097103027,0.5785768197483276,0.19056023514351011,0.135856301201989,0.2025043477701004,0.17117569024730275,0.5474570413494855,0.5106327469277491,0.24422563785054197,0.0974998250499559,0.23124256527997952,0.3651673790255547,0.6669563249922588,0.49621579083591655,0.5387198903141344,0.6060406414863572,0.5299502408945254
0.5740968316364393,0.5118037587351465,0.5748107962837421,0.7521863206278074,0.8150370088733004,0.22551903973438348,0.16403416713202762,0.6634095739649092,0.34050173633211656,0.5943039327136701,0.22980873659033668,0.8986197371489301,0.32041966422438345,0.7345768185759736,0.568695995804241,0.6181310809968059,0.3191755950750188,0.7777013215338366,0.24506329249152195,0.725607022432306,0.6034856918314725,0.6354580986874766,0.5871607685378668,1.0000000000000002,0.5976706178078214
0.7416260589477646,0.45277936940053587,0.32173817337477534,0.5097157269447146,0.6213411900982806,0.38438244701203916,0.8503582351846657,0.28641173164278255,0.2307918338879349,0.712151608520939,0.6604701871218405,0.19751556910377208,0.8035242390482762,0.2921672399399521,0.3182967603593504,0.3103426453794147,0.8327134407986262,0.14488569722069716,0.2366085391225849,0.6391459495775318,0.7756383311247419,0.47877170129962854,0.27676609105635974,0.7431017635925441,0.25275266720698014
0.29840099411346654,0.7639913741720381,0.5139544072374266,0.16451212678988403,0.8273547701273473,0.5354563750669731,0.8426697252789646,0.9300325655430077,0.8230456952336624,0.24039404252380558,0.6276957612321264,0.7662579258973938,0.9569981143234374,0.12584765248460195,0.6831477024536858,0.19036945425684748,0.844787896140979,0.2608568913419931,0.20101542851852197,0.4024518288803705,0.49971669398566887,0.5429819979325816,0.46869577219352226,0.16568998826302184,0.7173338244956865
0.4150742376319462,0.6827025611598451,0.190930580970537,0.6866989451963587,0.4275370474007048,0.4691172221775967,0.14495259354738815,0.16975065896243546,0.16995706464824975,0.36603190155600773,0.991754921247932,0.7972073908541338,0.7687309911711933,0.16366604697072157,0.7627328111793097,0.7544863033247753,0.8028218022221896,0.8729589452647041,0.7648210014092696,0.48336255276820567,0.6262750140058295,0.5654229540895552,0.181205999148078,0.46066940900388464,0.7701402861648647
0.5275766513925263,0.2679922843616306,0.4039390437972559,0.5367363667857206,0.5545241085501875,0.5683668923029432,0.8648528545667222,0.21312809254165405,0.10880039388535231,0.4182948270364091,0.434761483328081,0.7468815629307743,0.8487982381932593,0.8348738828034563,0.7726677177503627,0.46546949535363885,0.21737665025964487,0.2172557756222195,0.8591398559749732,0.4892849533687349,0.25436798704836716,0.8038619544086679,0.424654612929424,0.5222602865060342,0.843590320062591
0.6969368603283327,0.20076961874647825,0.536169484762685,0.6661036607001726,0.1760142036226115,0.5316732965497527,0.15951142209339228,0.11884786458769926,0.8816392727352247,0.34746423204192023,0.5808440719498176,0.8538453635122375,0.2568710217115501,0.9310374415285103,0.75776951226886,0.4117749727203782,0.7754115976320991,0.8251524069540643,0.8347745747487039,0.5362875508629732,0.31532480125517603,0.27148149063885274,0.6933153022160075,0.6403095365309166,0.7311509381477937
0.4735830873794537,0.48744356612411344,0.5083167694755282,0.32951615297382586,0.6562984516497049,0.2991853830763873,0.782910523762214,0.0,0.7169551080682226,0.44261988741787217,0.4138272575132354,0.23011980283450595,0.120159619890263,0.32679202150293973,0.6239179595081894,0.4509623986369927,0.16324579714108023,0.21670412908213169,0.7178286744943589,0.5314830857768136,0.6555506909279085,0.5753721631931245,0.5693524874285762,0.29381576043265556,0.41860157532061426
0.2708483475842803,0.4259293543697779,0.5647809659628673,0.554606180081763,0.32630624684419407,0.6043959126349678,0.2321713276962783,0.7703537425536228,0.2326373406564559,0.3372189298315498,0.4074168737921113,0.8093391521739011,0.21972466240111438,0.8200004707000481,0.5402048057328431,0.21810478301081926,0.25877953872587484,0.8132389616818763,0.23832369041652188,0.47084455731460784,0.613153199243764,0.5539512066791422,0.6350929932002862,0.4653647097939855,0.7994493542586975
0.5010785138269467,0.5584326818840009,0.4930319986914906,0.5778905122657632,0.5466551168849852,0.43391073993554924,0.7560025675856386,0.24836073498268088,0.7268779343855369,0.5873915317860506,0.20665062584791782,0.2032914183708518,0.8109041860262134,0.20989921574171383,0.28468657947089016,0.5368645024593725,0.7403764165901499,0.26042577692436963,0.8334650491374791,0.4529199311899302,0.5542090340206528,0.1497520519934626,0.4574354035323345,0.802152712417432,0.529830869604423
0.9849505615337033,0.2991121958639585,0.7263570104148515,0.5633516865654007,0.5792723546727079,0.29548878598930217,0.8651303284368375,0.224947039737636,0.8368151629273437,0.5272859746326022,0.5452804356964562,0.20529974771209428,0.17811907002457938,0.2484863619272255,0.2176359440176785,0.13292169084501215,0.28393537448261075,0.15961382255384254,0.7903618786817495,0.449340162210727,0.47936999186960805,0.515211343527424,0.4133014822658723,0.5913466823409941,0.17410898728282181
0.36315370936451363,0.5273296384037306,0.02605796911841035,0.6896258445789399,0.5079818898569239,0.3535409377106252,0.16401895349571838,0.15232803871591266,0.3173459670750146,0.46114833369581854,0.635373715805645,0.22920928734214024,0.23670333600279328,0.23739231073694622,0.4926781543111278,0.5855704952655367,0.22981632214543493,0.1869227027772139,0.2405001037143996,0.5102009093002494,0.4083170261816877,0.7615527965595863,0.2599812378679107,0.7201532574404979,0.27124959866821385
0.5087286484705122,0.4056741122663377,0.42613838449680197,0.327202923982142,0.5393450013253416,0.6272039556742883,0.8351619314687917,0.2319491330945374,0.8405074403509845,0.6552953995175117,0.5611685050359868,0.18724150911388987,0.7837752577086954,0.19370642688064052,0.2932625899542828,0.6244209301171978,0.7737844587490983,0.2578305497675045,0.7757588911728803,0.7336196808170432,0.12664643426374633,0.2604952726913941,0.4864621124185835,0.5186990646210522,0.746287645876173
0.45666194046030606,0.7076034404760576,0.5802321589730903,0.6664126026360544,0.2276721588764446,0.38065221465878546,0.20152306391549993,0.7419655451720137,0.7992866117317174,0.5762246718795511,0.7722357646553866,0.15473127851486548,0.25316296541061933,0.24358996741510572,0.48268970823127155,0.6957899217670657,0.9035527290209018,0.8890994336619771,0.7550523690950675,0.5852924514519454,0.5032395356176687,0.6238429266333623,0.6063764706305523,0.6093328658132189,0.9247131046240947
0.22025984347924982,0.5328266086011101,0.47255419987820224,0.19560968732164608,0.15444072905735634,0.24976720912080808,0.9140646967812289,0.19753452871006158,0.18988059745146102,0.5518265058075308,0.5926570084403221,0.8555761961872755,0.11724575045075343,0.2733039621114481,0.1937964780762642,0.6384284434660932,0.2431339987246339,0.7500063710131656,0.7170619179418787,0.2991905488341423,0.7977569693848494,0.26165657759771516,0.5258414915451175,0.24996216905023916,0.46238399033737976
0.5151721777255076,0.5880572839297631,0.5015621689459581,0.6221419091396577,0.6195202611761663,0.4766258112987429,0.1875770443303553,0.2180462061475299,0.8728400535053895,0.7236642638007356,0.38238341792526964,0.7171945923973986,0.2068014032345858,0.7626718296822069,0.365433077252294,0.5438363559152474,0.8177480867263923,0.8844034545490447,0.7484078459720975,0.46544370189400774,0.23582326689017274,0.5281622649892386,0.49638161539171005,0.5313067196131944,0.7573723203417693
